T h M_Wynn S_Wynn M_Euler S_Euler M_raw S_raw 
0.0 0.0 NaN NaN NaN NaN NaN NaN 
0.1 0.0 -1.341207867958006e-13 0.0016781085965713594 -1.1556490421444845e-11 13.597067354732022 -1.2215863056162722e-9 827.9810078055818 
0.2 0.0 -7.612662180769774e-14 0.2525570578623977 -2.8894884481779226e-12 3.3677497774279836 -3.391874193987197e-10 104.00226992914425 
0.3 0.0 -4.3111995729212475e-14 0.4118676547797866 -5.701944101558014e-13 1.3631848209975979 -1.068940949515701e-10 19.671346457647715 
0.4 0.0 -3.512101879204453e-14 0.49857283623309034 -1.37353058770908e-13 0.8612769123596753 -3.0135467455657034e-11 4.289157983412297 
0.5 0.0 -2.4455447853485776e-14 0.5471112185031834 -2.1242267891523673e-13 0.709397357270124 -1.4686930103734276e-11 1.3938900780607066 
0.6 0.0 -1.3274129864282291e-13 0.5783592912726516 6.326172766585758e-13 0.6595135999157367 1.907363045333503e-11 0.797864246718706 
0.7 0.0 -1.6242410916145743e-14 0.6002179619988219 9.627277305902492e-14 0.6442965829387839 -8.722560080101015e-12 0.6654603845279092 
0.8 0.0 -1.8726564992576585e-14 0.616274378203057 7.020492876273704e-13 0.6418127878141036 4.225776032673689e-11 0.6380909265070027 
0.9 0.0 -1.0311711482793713e-14 0.6284661882849931 -3.4446723666777933e-13 0.6440543977741842 -3.470304869949524e-11 0.6365280690063012 
1.0 0.0 -3.735609431749046e-14 0.6379582769241209 4.384097987280596e-13 0.6478913516683209 3.720144740577419e-11 0.6412009875497864 
1.1 0.0 -6.201601645965527e-15 0.6454989326816698 2.9956334559034277e-13 0.6520614046403779 -8.49900751607056e-12 0.6469011501710834 
1.2 0.0 1.1245448336429702e-14 0.651591057936645 1.0072932221587008e-13 0.656062291868515 -5.357858403188042e-12 0.6522363718993849 
1.3 0.0 4.70822486461481e-14 0.6565842638311119 5.640106883552388e-13 0.6597126812940329 1.769732706334891e-11 0.6568977299613953 
1.4 0.0 -1.911173687135696e-14 0.6607282530151835 -1.2770180968131642e-13 0.6629684000709006 -2.052410972155676e-11 0.6608878869862675 
1.5 0.0 -2.204560306617158e-14 0.664205434771402 2.101588586516424e-13 0.6658425119916479 1.8736788097682268e-11 0.6642901827006593 
1.6 0.0 -3.498295913808188e-15 0.667151658702967 -2.281536559211284e-13 0.6683697962227274 -1.0782608114067911e-11 0.6671983412635514 
1.7 0.0 -1.1626052272012166e-14 0.6696698195071462 -1.260474187801183e-13 0.6705909352251338 -6.783753768012731e-12 0.6696963946725847 
1.8 0.0 -2.3905172675573e-15 0.6718390224520048 1.956910175132036e-13 0.6725456786034804 1.5818134680862242e-11 0.6718546047023065 
1.9 0.0 -5.447362585154199e-15 0.6737208991568641 4.472699216473336e-13 0.6742701460757872 3.263704495618548e-11 0.6737302822282056 
2.0 0.0 -1.4045640675358082e-14 0.6753640471961823 5.490185409948833e-13 0.6757960302044236 2.3763516977859785e-11 0.6753698356101369 
2.1 0.0 -1.5511076884858976e-14 0.6768072048772747 3.574656095766934e-13 0.6771506435453547 1.144641920775955e-11 0.6768108549640868 
2.2 0.0 -1.801922772931611e-15 0.6780815590943507 -1.1378182981903948e-13 0.6783573099248386 6.269488603100486e-12 0.6780839076515441 
2.3 0.0 -2.598298686752142e-13 0.6792124455175885 9.080183046339301e-14 0.6794358644173836 6.949767018319513e-12 0.6792139847365115 
2.4 0.0 3.859692185424003e-15 0.6802206186038934 3.2551717124729017e-13 0.6804031551041136 1.3148972341068584e-11 0.6802216445421634 
2.5 0.0 -2.112620683215795e-15 0.6811232111381879 5.3431733727265576e-14 0.6812735018164365 1.4076702147946136e-11 0.6811239058356515 
2.6 0.0 2.174503082637354e-14 0.6819344668212114 5.058864718501612e-13 0.6820590968538346 3.419583230728895e-11 0.6819349441507028 
2.7 0.0 -1.8728922227295005e-15 0.6826663059677449 -9.273549454729184e-14 0.6827703466037752 -1.0889795349274723e-11 0.682666638449641 
2.8 0.0 4.0594532707763436e-15 0.6833287656998761 3.15549106541249e-13 0.6834161587821136 1.8794926591399733e-11 0.68332900000672 
2.9 0.0 1.0259983728819435e-14 0.6839303464931742 1.1331053363134858e-15 0.6840041822313747 2.8786156739527773e-13 0.6839305137431655 
3.0 0.0 -2.530107766898162e-16 0.6844782853516527 -1.0193604749645983e-13 0.6845410062920834 -1.9184986721894923e-11 0.684478405874212 
3.1 0.0 -1.1973218661284994e-14 0.6849787754135486 -1.367647598466862e-13 0.6850323264654395 -7.193686152679825e-12 0.6849788632753105 
3.2 0.0 -1.9386224212472817e-15 0.6854371409043544 5.9159068478756845e-15 0.6854830819813418 -1.2705404660447329e-11 0.685437205575972 
3.3 0.0 2.5643458188151468e-14 0.6858579797946782 4.861754929590264e-14 0.6858975703089626 1.536676013934809e-11 0.6858580277563306 
3.4 0.0 -4.7126046739982745e-15 0.686245279480872 1.8724704961076406e-13 0.6862795425612579 4.18003240088532e-12 0.6862453154158317 
3.5 0.0 -5.0702305652165355e-15 0.686602511382281 2.2911137025909127e-13 0.6866322832483319 1.2253145213449809e-11 0.686602538480063 
3.6 0.0 -3.0150786044037643e-15 0.6869327092381111 -3.368090613345492e-13 0.686958677094151 -3.395737086139831e-11 0.6869327298220642 
3.7 0.0 -1.3684916539402371e-15 0.6872385336478928 -4.167736361855521e-14 0.6872612651933164 -1.045741909746333e-11 0.6872385495046635 
3.8 0.0 -6.454117706164069e-13 0.6875223255407358 4.223982418707461e-13 0.6875422923372277 3.84820034925841e-11 0.6875223376796271 
3.9 0.0 -8.525846097252389e-14 0.6877861517471366 1.1760517579041845e-12 0.6878037470549658 4.237118248150575e-11 0.6877861611924261 
4.0 0.0 6.916787353488601e-15 0.6880318420823197 3.8661321461233044e-13 0.6880473955548699 4.581359379383409e-11 0.6880318494838087 
4.1 0.0 -8.594278716052507e-14 0.688261021524422 -5.635633098302546e-13 0.6882748106134504 -3.894314485080346e-11 0.688261027392154 
4.2 0.0 3.2168235918493395e-15 0.6884751369164236 -6.39968261134755e-14 0.6884873962287648 -2.9682358531840192e-12 0.6884751414778996 
4.3 0.0 -2.519922378119005e-15 0.6886754802915701 -3.445264626849386e-13 0.6886864087276152 -4.018854312827656e-11 0.68867548395035 
4.4 0.0 -1.1337698025009734e-15 0.688863207831407 -4.2185786493674116e-13 0.6888729748749692 -3.3892599171894535e-11 0.6888632107607163 
4.5 0.0 3.3485487593554144e-15 0.6890393569745072 -2.3033460004570397e-13 0.6890481074867824 -9.149469405054427e-12 0.6890393592910375 
4.6 0.0 4.607647364951711e-15 0.6892048607454974 -1.7430434941191135e-13 0.6892127188882226 -1.3752488828536135e-11 0.6892048626633557 
4.7 0.0 -5.041640548215672e-15 0.6893605598551108 -3.518116031397443e-13 0.6893676325803756 -1.9585471413662012e-11 0.6893605613784011 
4.8 0.0 4.448089835105477e-15 0.689507213813792 -2.4369537399374975e-13 0.6895135933681866 -3.684999615911662e-11 0.6895072150080086 
4.9 0.0 -1.4757284956268487e-14 0.6896455099331709 8.073447984938215e-14 0.6896512761665771 -2.5043569650930718e-12 0.6896455108965439 
5.0 0.0 1.3276403682484065e-15 0.6897760714448531 -6.31789457936394e-14 0.6897812936924047 -1.4173850604991244e-11 0.6897760722509964 
0.0 0.5 NaN NaN NaN NaN NaN NaN 
0.1 0.5 -0.9842490627379732 2.7588641850739863 -131.57365469539695 -599.7648777681017 -22190.34883488271 -82996.76465053958 
0.2 0.5 -0.14705789316880313 1.0147846688723594 -7.798075925484596 -89.67618578636879 -3216.6290662944616 -13868.339553185468 
0.3 0.5 0.03514460441244216 0.3032672516310614 1.9391735865374002 -13.218596245822798 -400.8780093661063 -1241.3974547548767 
0.4 0.5 0.05281639835853302 0.4867399012151181 1.4659031655491228 -4.275537379605574 -61.84585155305957 -166.68710714178448 
0.5 0.5 0.05295223727105791 0.5410626052477674 0.8891559279930366 -1.5201533108609537 -10.63789253122872 -34.34347498525996 
0.6 0.5 0.051452996573016996 0.5736754642557764 0.5477333436737761 -0.40313238810827 -1.8738381308770662 -8.748826180186946 
0.7 0.5 0.04985216147884923 0.5960744319212363 0.35358667618106643 0.0979175560162131 -0.26689131042333125 -2.291890240034129 
0.8 0.5 0.04830677220750875 0.6124242819042551 0.24061008743721485 0.3420426307492166 0.02537655352558532 -0.38282500779819784 
0.9 0.5 0.0468275499416906 0.6248202416442497 0.17254142514327253 0.4701260334750067 0.06720121676622168 0.25101960808373547 
1.0 0.5 0.04541113458417872 0.6344812371723103 0.1300147426999597 0.541927467268944 0.06430387202451132 0.48346029344855784 
1.1 0.5 0.04405464392579131 0.6421756727644529 0.10249139105051709 0.584641971508344 0.05643824633912592 0.5771779564709278 
1.2 0.5 0.042756228558876196 0.6484138573903229 0.08406696818879564 0.6114501293425977 0.05020967931601668 0.6188446743670848 
1.3 0.5 0.04151439931711593 0.6535478266255124 0.07133013670816034 0.6291082801592304 0.045903124746559026 0.6394204926223779 
1.4 0.5 0.04032761639538287 0.6578277921505391 0.06225038936282595 0.6412569672806981 0.0429146613028296 0.6507775520186311 
1.5 0.5 0.03919414104384025 0.6614360142025307 0.05558484032963764 0.6499476312447575 0.04073576995931519 0.6577778172654115 
1.6 0.5 0.038112025093648076 0.664508045626441 0.05055269139919353 0.6563839685624623 0.03904465512749675 0.6625422682693597 
1.7 0.5 0.037079156312282736 0.6671465302386845 0.046651498977486584 0.661298750743182 0.037652914976770355 0.6660562767624462 
