T h M_Wynn S_Wynn M_Euler S_Euler M_raw S_raw 
0.0 0.0 NaN NaN NaN NaN NaN NaN 
0.1 0.0 -1.491522044462425e-14 -0.7643934225559521 9.910916387903162e-13 499.1270099249401 -4.12863602769956e-10 76862.47747452647 
0.2 0.0 4.546562170840046e-14 0.31052695352558835 6.950673864625397e-13 24.241892762569016 -5.042445795331498e-11 2905.532769888836 
0.3 0.0 -3.2787812450743176e-13 0.39537777221562787 1.0621432782486408e-12 5.303935238155454 7.51415943477021e-11 136.7733600037692 
0.4 0.0 2.2302763926356977e-13 0.4642675130013415 2.6279819567115163e-13 1.9029042728367036 1.301455443687928e-11 11.508406177614765 
0.5 0.0 3.357029407828667e-14 0.5119273446868592 2.6949668420937124e-13 1.0148935546356592 4.1734489443361255e-11 1.9685899635112547 
0.6 0.0 -5.2360049895080825e-14 0.5464406768021064 5.053455197396484e-13 0.7504137670875346 4.221653545832124e-11 0.8199517508336235 
0.7 0.0 9.313856432935075e-15 0.572375602979492 5.168746771440512e-14 0.665639434085372 1.4935317474698455e-11 0.6382130794490415 
0.8 0.0 -1.1573877049707751e-15 0.5923058978205815 8.683654814778308e-13 0.6392415306874275 7.727435284148061e-11 0.6113003148972057 
0.9 0.0 9.028662569771666e-15 0.6078864844774025 6.810327899603356e-13 0.6334017671287338 7.267145386018687e-11 0.6141785796777676 
1.0 0.0 1.1636036463787225e-15 0.6202497364301622 -3.91343990112014e-13 0.6350195355932609 5.737471833233389e-12 0.6225752727611484 
1.1 0.0 -1.4403865775571261e-15 0.630193581957124 -1.555465102216976e-13 0.6391976865867083 -1.3938739060137333e-11 0.6311333737282137 
1.2 0.0 3.814183923438502e-16 0.6382910130348195 -2.993245429720475e-13 0.6440227944366123 -1.3723245304237602e-11 0.6387001378433088 
1.3 0.0 -1.713498313809778e-15 0.6449599485370853 1.931526705081366e-14 0.6487444916508376 -1.3542488207958784e-11 0.6451496482457366 
1.4 0.0 -1.0358009130991552e-14 0.6505095690064118 3.546117902020029e-13 0.6530876868038501 2.854546127478071e-11 0.6506024234966213 
1.5 0.0 9.477025917380534e-16 0.6551716929089865 9.816423461496071e-14 0.6569759616576094 2.960669580824032e-11 0.6552193335076654 
1.6 0.0 1.6326680161685142e-14 0.6591223485117611 7.288523669921715e-15 0.6604150522847843 -2.5111246154791998e-12 0.6591478211384595 
1.7 0.0 -1.4868048473392821e-15 0.6624968065234214 -2.327743364884612e-13 0.663442290716002 -1.5488993362035095e-11 0.6625109326995088 
1.8 0.0 -1.5071964945490543e-15 0.6654001902140394 3.1833498779740906e-14 0.6661044535310027 9.30468439558062e-12 0.6654082825645518 
1.9 0.0 -5.945935903097804e-14 0.6679150590673232 5.437475716426884e-13 0.668448241006196 4.191903321899926e-11 0.6679198319202999 
2.0 0.0 1.4740896114551828e-15 0.6701068931886741 -8.02686404113855e-14 0.6705164766425351 1.1465787283746308e-11 0.6701097830775427 
2.1 0.0 -2.1572617235885647e-14 0.6720281072872479 1.7601283625158987e-13 0.6723469014687522 4.367432529460728e-12 0.6720298992713941 
2.2 0.0 -1.3101887017360907e-15 0.6737210201068473 3.6332778480704633e-13 0.6739721171990285 1.2877627918965005e-11 0.6737221555157227 
2.3 0.0 -4.326095026129135e-15 0.6752200755588057 2.5408336455113113e-13 0.6754200021321424 1.881024871385964e-11 0.6752208093440664 
2.4 0.0 6.11475545842889e-16 0.6765535197516811 -6.880502032717247e-14 0.67671428463842 -7.288643528664996e-12 0.676554002662814 
2.5 0.0 -6.72609952514583e-16 0.67774468017792 1.0568161599054975e-13 0.6778751314535731 2.0407142502752197e-11 0.6777450032740827 
