T h M_Wynn S_Wynn M_Euler S_Euler M_raw S_raw 
0.0 0.0 NaN NaN NaN NaN NaN NaN 
0.1 0.0 1.2652001683451946e-13 -1.0188296003868729 -3.5965234014640794e-12 1208.0224417440754 -4.2885546235812333e-10 160124.5302952488 
0.2 0.0 1.599817863902733e-13 0.2541323237851185 -1.5554537391410415e-12 69.49415711432016 -5.704049394666058e-11 11734.717472426675 
0.3 0.0 1.237719397847395e-13 0.3752551147857357 -3.4489179116575265e-13 11.070332383390713 6.271376782572983e-11 701.0226663397913 
0.4 0.0 9.641955027776421e-14 0.43311550670688226 4.053905323781393e-14 3.6686182192331374 6.392363935946437e-11 54.52902868423074 
0.5 0.0 5.2118884930921005e-14 0.48107397220246173 4.826550203138674e-13 1.63283976303536 8.781196030341917e-11 6.347962927625586 
0.6 0.0 5.155155130584791e-14 0.5180746048855437 -6.151572212720989e-14 0.9795350711150059 2.434068118428605e-11 1.3857052820043831 
0.7 0.0 3.917343785566044e-14 0.5468622915298376 -1.6145774908838766e-13 0.7520552815956787 5.843373533711911e-12 0.712760149222202 
0.8 0.0 3.890218079030378e-14 0.5695822515645854 2.606942106026682e-13 0.6692627577511984 4.3440105589462576e-11 0.6086007407281434 
0.9 0.0 1.2679327806468953e-14 0.5877297787796162 -5.8524022334284e-14 0.639880688409569 2.4136343799111772e-11 0.5985697792501726 
1.0 0.0 -2.1191879497111483e-14 0.6023824035350192 -4.2065171666004227e-13 0.6314197268023567 -2.86422428062045e-11 0.6058295122012146 
1.1 0.0 1.9449553147774657e-14 0.6143342149332823 -3.1946565895933787e-13 0.6313758660661197 -1.0269815567446684e-11 0.6155589736439229 
1.2 0.0 1.4621620587087152e-14 0.6241778676680596 1.0049439612258747e-13 0.6346382067719366 2.853394535455495e-11 0.6246550875518304 
1.3 0.0 -8.95620650708876e-15 0.6323599176620996 -4.678426960166093e-13 0.6390327834495532 -2.4226532204214658e-11 0.6325608952716482 
1.4 0.0 -4.488240284539001e-15 0.6392198492417921 -4.883199288439299e-13 0.6436209864185964 -3.51723135901482e-11 0.639310287936179 
1.5 0.0 -1.9803762543966774e-14 0.6450180588523446 3.2645562922740866e-13 0.6480065435574637 1.6411503146644175e-11 0.6450611464706966 
1.6 0.0 -9.494297599447758e-15 0.6499560764280179 -6.623541889092971e-13 0.6520378404239008 -8.380591417187654e-11 0.6499776495597485 
1.7 0.0 2.217039049574935e-14 0.6541912667200044 -3.297292003443566e-14 0.6556745260631816 1.693388597014314e-13 0.6542025487505159 
1.8 0.0 2.3123238984634565e-15 0.6578475842777374 2.0268858925340884e-13 0.6589258357587015 2.448345815316349e-11 0.6578537158774425 
1.9 0.0 4.0324961916646636e-16 0.6610234962995836 1.876602652601272e-13 0.6618215204640308 2.3716379835204452e-11 0.6610269447063647 
2.0 0.0 -1.5886758700670786e-14 0.6637978628330439 -4.635947252011298e-13 0.6643980879349889 -2.6879194316102766e-11 0.663799862628479 
2.1 0.0 -1.313429166758197e-14 0.6662343346314353 2.773619162292814e-13 0.6666924064457754 2.9036437386407615e-11 0.6662355268191118 
